State,District,age_0_5,age_5_17,age_18_greater,bio_age_5_17,bio_age_17_,demo_age_5_17,demo_age_17_,hospital_count,early life visibility gap,AAE,AAE_log,Average_annual_engagement_normalized,Follow_Through_Failure,district_lat,district_lon,district_location,average_nearest_5_hospitals,Unnamed: 19,District area,Unnamed: 22,hospital_count.1,clinical_overhead_index,clinical_overhead_index_log,clinical_overhead_index_log_normalized,clinical_overhead_index_log_scaled_100,engagement_gap,Vaccination gap
Maharashtra,Kolhapur,6423,985,72,118410,152674,5819,124115,140,0.1329643628509719,120.09127789046651,4.796544623939317,0.702695391885625,0.0468405377123078,16.706369,74.2481772,"(16.706369, 74.2481772)",1.3688547131660933,,7685,,140,410598.5714285714,12.925373739797724,0.7569375863489451,75.69375863489452,0.297304608114375,0.12279657576500543
Maharashtra,Latur,5828,1631,148,74375,172366,5957,119670,85,0.2186620190374044,45.57291666666666,3.841019184766144,0.5627105954166552,0.0741538346632143,18.4087934,76.5603828,"(18.4087934, 76.5603828)",0.4140831625546781,,7157,,85,640509.4,13.3700206375017,0.7941419150967071,79.4141915096707,0.43728940458334475,0.19211383473786353
Maharashtra,Mumbai,10594,3881,77,119615,284744,7094,128389,1200,0.2681174438687392,30.81272539927872,3.4598663795281945,0.5068715819509536,0.0559861100149948,18.9581934,72.8320729,"(18.9581934, 72.8320729)",0.2960587209072167,,157,,1200,1903.8866666666668,7.552177793227619,0.30735354684570804,30.735354684570805,0.4931284180490464,0.19488951049616993
Maharashtra,Mumbai City,2314,449,166,28377,19194,4950,46925,600,0.1625045240680419,63.06,4.159820144181012,0.6094150426121365,0.1485237638022083,18.9745714,72.83189349999999,"(18.9745714, 72.83189349999999)",0.5795811078281818,,157,,600,766.4216666666666,6.643036411277545,0.23128420952001838,23.12842095200184,0.3905849573878635,0.21124785373079039
Maharashtra,Mumbai Suburban,12820,5025,790,99827,79290,19920,176698,600,0.2815914822079014,19.86211699164345,3.0379349301204948,0.4450584834736351,0.1663493336005611,19.0759559,72.8776378,"(19.0759559, 72.8776378)",0.5890693305545472,,446,,600,13852.016666666666,9.536258297765988,0.47336478797667436,47.33647879766744,0.5549415165263649,0.29623015464531155
Maharashtra,Nagpur,10093,1502,233,112851,238072,13044,145857,260,0.1295385942216472,75.08383233532935,4.331835789409723,0.6346153921786075,0.1036093283344983,21.1458004,79.0881546,"(21.1458004, 79.0881546)",4.85804588979616e-05,,9892,,260,450009.90769230766,13.017027100768974,0.7646063720528811,76.46063720528811,0.3653846078213925,0.16989584667884206
Maharashtra,Nanded,9164,2447,336,124730,217810,7187,229602,80,0.210748428214624,50.951797385620914,3.95031631532249,0.5787226616038325,0.0544808138388999,19.1485289,77.3191471,"(19.1485289, 77.3191471)",1.2276016018591271,,10502,,80,1568342.425,14.265530476956801,0.8690706791024414,86.90706791024414,0.42127733839616754,0.16911884718606754
Maharashtra,Nandurbar,7755,2663,238,67162,134230,2966,38678,40,0.2556152812440008,25.21096096096096,3.2661776805686267,0.4784961227631205,0.0422934877154957,21.3700584,74.2403389,"(21.3700584, 74.2403389)",0.6580888492065569,,5034,,40,1341057.6,14.108969860041343,0.8559709977805829,85.5970997780583,0.5215038772368795,0.17798058032727077
Maharashtra,Nashik,16262,5802,304,213100,363506,14785,231315,220,0.262962291515591,36.72238497328968,3.630253684114512,0.5318333790686223,0.0648789306934168,19.9993217,73.79001880000001,"(19.9993217, 73.79001880000001)",0.2080988518839742,,15530,,220,1578977.4545454546,14.272288648144974,0.8696361462718218,86.96361462718218,0.46816662093137773,0.1998937437390577
Maharashtra,Palghar,7343,3191,165,91196,66756,9003,113104,90,0.302923865578128,28.57017543859649,3.3867662668395653,0.4961623909895584,0.0898502994011976,19.6967136,72.769885,"(19.6967136, 72.769885)",1.4694117988300697,,5037,,90,598787.3666666667,13.30266350359451,0.7885060342071064,78.85060342071064,0.5038376090104416,0.23935795572468624
Maharashtra,Parbhani,5062,1011,199,77890,106136,4432,112397,60,0.1664745595257698,76.96640316205534,4.356278005207745,0.6381961849691139,0.0538367163490154,19.2608384,76.774776,"(19.2608384, 76.774776)",0.2802697456103237,,6511,,60,680616.5333333333,13.430755802300036,0.7992237250663139,79.92237250663139,0.3618038150308861,0.14801299954506184
Maharashtra,Pune,24088,6536,1139,283480,322282,32644,405834,650,0.2134273772204806,43.36545816123604,3.792461197321457,0.5555968340130141,0.1032629497825227,18.5246091,73.8786239,"(18.5246091, 73.8786239)",1.14249127268011,,15643,,650,764413.2446153846,13.5468651262026,0.8089387809442643,80.89387809442643,0.4444031659869859,0.21395573537768764
Maharashtra,Raigad,7071,1574,106,78629,92559,4057,82663,110,0.1820705610179294,49.9231746031746,3.930318116662861,0.5757929188106562,0.0490645446079794,18.6584525,72.8773176,"(18.6584525, 72.8773176)",3.2321200076364605,,7152,,110,568974.1090909091,13.251591967144437,0.7842327957305684,78.42327957305683,0.4242070811893438,0.1559056325036683
Maharashtra,Ratnagiri,2352,219,32,56842,82347,2652,50357,60,0.0851808634772461,258.3727272727273,5.558266128624558,0.8142878471233093,0.044575174384402,16.990215,73.31202329999999,"(16.990215, 73.31202329999999)",8.024569883016065,,8208,,60,356090.4,12.782942718454724,0.7450201512576689,74.50201512576689,0.18571215287669074,0.08900719974011093
Maharashtra,Sangli,5697,1802,133,94241,128772,3462,86422,110,0.2402987064941992,52.26899611758181,3.97535447557735,0.5823907604566134,0.035433554409236,16.8523973,74.5814773,"(16.8523973, 74.5814773)",0.4557327630900077,,8572,,110,594740.9454545454,13.29588288533209,0.7879386888545337,78.79386888545336,0.4176092395433866,0.1526319374772849
Maharashtra,Satara,5148,717,156,103754,105815,3951,94272,90,0.1222506393861893,144.5041782729805,4.980204802852019,0.7296016695319806,0.0366831931368726,17.688671,74.005667,"(17.688671, 74.005667)",7.581049210876522,,10480,,90,701112.0,13.460424351313838,0.8017061407914168,80.17061407914167,0.2703983304680194,0.10663687898514773
Maharashtra,Sindhudurg,1121,59,22,21284,27093,1069,26823,50,0.05,354.7333333333333,5.87418138649325,0.860569538076988,0.0478214189854164,16.1143897,73.696103,"(16.1143897, 73.696103)",1.8677805788742,,5207,,50,125176.28,11.737486251531964,0.6575451091788579,65.7545109178858,0.139430461923012,0.06933992640392808
Maharashtra,Solapur,9537,2495,260,154623,179884,7735,257811,120,0.2073636968085106,61.94831730769231,4.142314029516602,0.6068503909578798,0.0476413380225303,17.6700736,75.9010467,"(17.6700736, 75.9010467)",0.9832094853371344,,14895,,120,1525744.5,14.23799370103323,0.866766632297203,86.67666322972029,0.39314960904212015,0.15718997385293634
Maharashtra,Thane,29092,13629,967,202896,368377,36090,411163,420,0.3190234310994593,14.885986793837125,2.765437386902344,0.405137502239797,0.1510123981639168,19.2122949,72.97716609999999,"(19.2122949, 72.97716609999999)",1.079707468023833,,9558,,420,994214.0571428571,13.809708817511789,0.8309313398741427,83.09313398741426,0.5948624977602031,0.30602055053623045
Maharashtra,Wardha,1859,89,5,41487,84972,2320,28022,45,0.0456878850102669,460.9666666666666,6.135492738406647,0.8988517385428186,0.0529583637691745,20.745319,78.60219459999999,"(20.745319, 78.60219459999999)",3.8990644585906127,,6309,,45,273810.6,12.520195557630059,0.7230356691903503,72.30356691903503,0.10114826145718137,0.0625505805714562
Maharashtra,Washim,3069,304,45,44971,94488,1590,53279,40,0.090127482952861,147.44590163934427,5.000220593144899,0.7325339895053126,0.0341480176968343,20.111238,77.13030789999999,"(20.111238, 77.13030789999999)",1.4463567652892164,,5150,,40,440067.5,12.99468567559547,0.7627370286904498,76.27370286904498,0.26746601049468743,0.09371960439267796
Maharashtra,Yavatmal,6054,1339,201,92600,234587,5104,191008,50,0.1811172730961721,69.1044776119403,4.249986666636029,0.6226244683131438,0.0522388823499309,20.3899385,78.1306846,"(20.3899385, 78.1306846)",1.143793224920857,,13582,,50,2062834.16,14.539591885807164,0.8920018426944831,89.20018426944831,0.3773755316868562,0.15284192368321364
Manipur,Bishnupur,516,559,42,19678,10631,5183,36872,25,0.52,35.13928571428571,3.5873805205605103,0.5255524462665808,0.2084707585874024,24.6303603,93.7598288,"(24.6303603, 93.7598288)",2.562216138179168,,496,,25,22161.28,10.006147023655247,0.5126811415217509,51.268114152175094,0.4744475537334192,0.37188805922699897
Manipur,Chandel,244,510,5,4719,3964,1247,7742,18,0.676392572944297,9.234833659491194,2.3257969668552643,0.3407300336400319,0.2089827383945031,24.3320104,94.0007254,"(24.3320104, 94.00072540000001)",8.238208301964827,,3313,,18,139698.16666666666,11.847246580063816,0.6667289342932299,66.67289342932298,0.6592699663599682,0.453374941405097
Manipur,Churachandpur,1256,3274,108,11461,7351,2734,16539,40,0.7227373068432671,3.4995419847328244,1.5039756104257356,0.2203329300179788,0.192589461820231,24.1952329,93.6623239,"(24.1952329, 93.66232389999999)",3.596675752690364,,4570,,40,529891.5,13.1804294347668,0.7782785109648993,77.82785109648994,0.7796670699820212,0.4769879357856832
Manipur,Imphal East,559,564,9,36938,22336,7534,48486,85,0.5022261798753339,65.37699115044248,4.195350477612232,0.6146202483449612,0.1694061565444202,24.8027256,94.028678,"(24.8027256, 94.028678)",3.813529119015898,,709,,85,9442.211764705882,9.153051430586743,0.4413012464596746,44.13012464596746,0.3853797516550388,0.3200657058634273
Manipur,Imphal West,645,559,32,36009,25302,7316,52034,110,0.4642857142857143,64.30178571428571,4.179019382222199,0.6122277374074531,0.1688593454276877,24.7827837,93.8858955,"(24.7827837, 93.88589549999999)",1.9027938099028423,,519,,110,5831.672727272728,8.67123061807735,0.40098651583032174,40.09865158303217,0.38777226259254693,0.3121014030456168
Manipur,Jiribam,53,91,1,452,1514,305,1692,15,0.6319444444444444,4.913043478260869,1.7771606698069022,0.2603546325996779,0.4023746701846966,24.807552,93.1135292,"(24.807552, 93.1135292)",2.770124417654676,,469,,15,4533.666666666667,8.419506857458977,0.37992437957787495,37.992437957787494,0.739645367400322,0.5729424820551977
Manipur,Kakching,39,69,1,1363,684,600,2725,22,0.6388888888888888,19.47142857142857,3.0190301857788127,0.4422889321038064,0.3054989816700611,24.4975384,93.9863211,"(24.4975384, 93.9863211)",3.0436743853552266,,127,,22,629.2272727272727,6.446080504691563,0.21480458864494656,21.480458864494658,0.5577110678961936,0.4774722343071386
Manipur,Pherzawl,1,10,0,2,0,14,162,12,0.9090909090909092,0.1818181818181818,0.1670540846631662,0.0244734792839411,0.8235294117647058,24.2620677,93.1887296,"(24.2620677, 93.1887296)",5.781621220555811,,1200,,12,1100.0,7.00397413672268,0.2614844557474648,26.148445574746482,0.9755265207160589,0.9005513949097675
Manipur,Senapati,764,721,16,12619,9977,4776,20734,28,0.4855218855218856,17.477839335180054,2.91657214028598,0.4272787941661566,0.2745458726143941,25.2729769,94.0266087,"(25.2729769, 94.0266087)",4.719772235809332,,3271,,28,175348.9642857143,12.07453905189402,0.6857468648973293,68.57468648973293,0.5727212058338433,0.4242179080534191
Manipur,Tamenglong,297,634,29,4067,3787,2211,8220,14,0.6809881847475833,6.404724409448819,2.002118230207324,0.293310990448254,0.3521261347348304,24.9897661,93.5011835,"(24.9897661, 93.5011835)",4.077893527580155,,4391,,14,301097.14285714284,12.615191546590102,0.730984138011876,73.0984138011876,0.706689009551746,0.5533782146567927
Manipur,Thoubal,423,638,6,32794,23249,7639,51605,45,0.6013195098963242,51.320813771518,3.95739426076495,0.5797595829787763,0.1889251619923826,24.6415766,93.9991818,"(24.6415766, 93.9991818)",1.760593897641062,,519,,45,12306.066666666668,9.417928902129036,0.46346397508776493,46.34639750877649,0.4202404170212237,0.36276967195260884
Manipur,Ukhrul,343,424,14,6363,7327,1903,13273,20,0.5528031290743155,14.971764705882354,2.7708224574297,0.4059264168733993,0.230192330954397,25.0967563,94.3617273,"(25.0967563, 94.3617273)",5.858737296826648,,4544,,20,177443.2,12.086411472277014,0.686740249610551,68.6740249610551,0.5940735831266006,0.42283136459304305
Meghalaya,East Garo Hills,1012,3366,1674,975,1749,251,6094,41,0.7688442211055276,0.2895752895752895,0.2543129312771627,0.0372569295016004,0.2045639771801141,25.5671692,90.5257823,"(25.5671692, 90.52578229999999)",5.596470527572892,,2603,,41,384228.1951219512,12.858994515815155,0.7513835287724253,75.13835287724253,0.9627430704983996,0.5329984812385623
Meghalaya,East Jaintia Hills,983,2354,1796,2042,740,445,2949,43,0.7054240335630806,0.8670912951167729,0.624381762730292,0.0914721371001573,0.1788585209003215,25.3100768,92.4999918,"(25.3100768, 92.49999179999999)",6.666492419886448,,2115,,43,252471.97674418605,12.4390594991749,0.7162468832848361,71.62468832848361,0.9085278628998427,0.485772261956314
Meghalaya,East Khasi Hills,4258,14606,9948,8982,12022,1876,14484,131,0.7742790500424088,0.6149106592729513,0.4792796358088151,0.0702146269684607,0.1727599226448107,25.3681768,91.7538817,"(25.3681768, 91.7538817)",3.793102371378205,,2748,,131,604392.1832061069,13.311980230703794,0.7892855799095881,78.92855799095881,0.9297853730315393,0.4991614907642112
Meghalaya,North Garo Hills,457,1854,758,816,427,182,3650,60,0.8022501081782778,0.4398921832884097,0.3645682380684253,0.0534093688277098,0.1821821821821821,25.8270321,90.658333,"(25.8270321, 90.658333)",5.532402614680857,,1113,,60,56929.95,10.949594408965568,0.5916209179163446,59.16209179163447,0.9465906311722903,0.5172009277935014
Meghalaya,Ri Bhoi,1338,4598,3372,2847,1677,866,7350,42,0.7745956873315364,0.6190476190476191,0.4818380868927384,0.0705894409080757,0.2331717824448034,25.9321374,92.0665197,"(25.9321374, 92.0665197)",5.384510895926138,,2378,,42,527010.0952380953,13.1749768808846,0.7778222869179179,77.78222869179179,0.9294105590919243,0.5516363672878722
Meghalaya,South Garo Hills,568,2427,1446,584,701,250,3754,30,0.8103505843071787,0.2405271828665568,0.2155364367403952,0.031576160080949,0.2994011976047904,25.3300969,90.563609,"(25.3300969, 90.563609)",8.311856299261782,,1850,,30,273861.6666666667,12.520382043174195,0.7230512727389786,72.30512727389787,0.968423839919051,0.617064627355738
Meghalaya,South West Garo Hills,2417,1656,883,2485,2430,493,6689,38,0.406579916523447,1.499698249849125,0.9161700245289666,0.1342192150589256,0.1654917757636791,25.4259627,89.9626799,"(25.4259627, 89.9626799)",5.07850077070402,,822,,38,107206.1052631579,11.582517805862294,0.6445786474133639,64.4578647413364,0.8657807849410744,0.3876532479962353
Meghalaya,South West Khasi Hills,789,1543,1114,1894,1538,643,4097,25,0.661663807890223,1.226683937823834,0.8005134553580731,0.1172754889874393,0.2533490937746256,25.3258908,91.2506002,"(25.3258908, 91.2506002)",4.4493650986273225,,1341,,25,184843.44,12.127269885470433,0.6901589394617773,69.01589394617773,0.8827245110125607,0.5289248526200503
Meghalaya,West Garo Hills,4545,6790,4540,8275,25195,1141,13829,89,0.5990295544772828,1.218524517744073,0.7968423432718486,0.1167376698387942,0.1211638526069873,25.7573475,90.2244662,"(25.7573475, 90.2244662)",10.446036356356828,,3714,,89,662469.1011235955,13.40373070544463,0.7969624912804931,79.69624912804932,0.8832623301612058,0.400224506278313
Meghalaya,West Jaintia Hills,2382,5636,3798,4302,1875,898,6562,67,0.7029184335245697,0.7631718999467803,0.5671144028864306,0.0830824497266898,0.172659104018458,25.5488415,92.3813621,"(25.5488415, 92.38136209999999)",5.220208430826922,,1704,,67,300514.3880597015,12.613254239831667,0.7308220404061168,73.08220404061167,0.9169175502733102,0.4809961131742143
Meghalaya,West Khasi Hills,2410,8178,5310,3326,2728,1331,9213,67,0.7723838307517945,0.4066511798508375,0.3412118297344921,0.0499876471939028,0.285744954916273,25.5624625,91.2891036,"(25.5624625, 91.28910359999999)",6.158665911443436,,5247,,67,1245026.9552238807,14.034668541623942,0.849754085684564,84.9754085684564,0.9500123528060972,0.5940828277622248
Mizoram,Aizawl,762,236,61,26633,11044,1533,11359,95,0.2364729458917835,112.37552742616032,4.730705560474406,0.6930499470643775,0.0544253914154862,23.7307175,92.7173106,"(23.7307175, 92.71731059999999)",0.3776116073889468,,3577,,95,39874.13684210526,10.593508271858191,0.5618266119718481,56.182661197184814,0.3069500529356225,0.15808242101137923
Mizoram,Champhai,805,269,91,11652,4316,576,5893,30,0.2504655493482309,43.15555555555556,3.787718752781497,0.5549020643015283,0.0471011529969744,23.4775158,93.3236697,"(23.4775158, 93.3236697)",1.0973983759801034,,3186,,30,123723.0,11.725808557346527,0.6565680175231323,65.65680175231323,0.44509793569847167,0.17381144589960176
Mizoram,Hnahthial,2,0,0,10,7,4,43,18,0.0,10.0,2.3978952727983707,0.3512924595780965,0.2666666666666666,22.9664136,92.9267853,"(22.9664136, 92.9267853)",4.232944101783427,,1120,,18,124.44444444444444,4.831862986813443,0.07974038485617718,7.974038485617719,0.6487075404219035,0.4159190755974543
Mizoram,Khawzawl,5,7,24,6,2,8,27,16,0.5833333333333333,0.75,0.5596157879354227,0.0819839001280267,0.5333333333333333,23.5196404,93.1871877,"(23.5196404, 93.1871877)",4.510740937994338,,660,,16,1485.0,7.303843225277705,0.2865749898532942,28.657498985329422,0.9180160998719733,0.658549776296672
Mizoram,Kolasib,189,51,35,8032,2899,678,3189,28,0.2125,154.46153846153845,5.046398359942084,0.7392990477878938,0.0778326254161405,24.2252057,92.6777587,"(24.2252057, 92.6777587)",1.213986781986215,,1382,,28,13573.214285714286,9.51592726362166,0.4716636572997408,47.16636572997408,0.2607009522121062,0.1627625220140041
Mizoram,Lawngtlai,1164,381,97,8990,4440,391,4004,22,0.2466019417475727,23.534031413612567,3.200061191021111,0.4688100349279703,0.0416755489234704,22.5320875,92.8990711,"(22.5320875, 92.8990711)",2.4773268017381884,,2557,,22,190845.18181818182,12.159223051780856,0.6928325128299566,69.28325128299566,0.5311899650720298,0.17607967484692802
Mizoram,Lunglei,541,116,69,10249,5040,1087,6236,45,0.1765601217656012,87.5982905982906,4.484112563951896,0.656923990586707,0.095880744465026,22.8889908,92.7455429,"(22.8889908, 92.74554289999999)",0.7964293879933169,,4536,,45,73180.8,11.200702035155095,0.6126315011995431,61.26315011995431,0.34307600941329297,0.17975105814882894
Mizoram,Mamit,212,35,3,10550,3022,365,2080,20,0.1417004048582996,293.05555555555554,5.683768713961823,0.8326740178567318,0.0334371564675705,23.9283961,92.490728,"(23.9283961, 92.49072799999999)",4.984706223337235,,3026,,20,37825.0,10.5407519758484,0.5574124069242078,55.74124069242078,0.16732598214326821,0.09255245372322683
Mizoram,Saiha,374,181,102,4477,1279,215,1636,25,0.3261261261261261,24.5989010989011,3.2425494247400013,0.4750345753804061,0.0458129128489239,22.4889619,92.97697060000002,"(22.4889619, 92.97697060000002)",2.726489884899088,,1400,,25,36792.0,10.513062888672096,0.5550956159888565,55.50956159888565,0.5249654246195938,0.1986863657863254
Mizoram,Saitual,2,3,7,37,40,8,119,18,0.6,9.25,2.327277705584417,0.3409469623591705,0.1739130434782608,23.6922467,92.9654146,"(23.6922467, 92.9654146)",2.388597340586352,,1215,,18,810.0,6.698268054115413,0.23590553086068144,23.590553086068144,0.6590530376408295,0.4097018489801146
Mizoram,Serchhip,80,16,6,4895,2709,437,2018,20,0.1666666666666666,287.94117647058823,5.666223125770762,0.8301035833176166,0.0819426214138383,23.311308,92.8564098,"(23.311308, 92.8564098)",3.863297847788482,,1422,,20,7252.2,8.889198029779871,0.4192242034947439,41.922420349474386,0.16989641668238342,0.13238769092197977
Nagaland,Chumukedima,37,97,50,245,406,254,1583,35,0.7238805970149254,2.5,1.252762968495368,0.1835301939427528,0.508,25.8040595,93.7540835,"(25.8040595, 93.7540835)",5.514777427831199,,502,,35,2639.0857142857144,7.8785666631457705,0.3346630341686797,33.46630341686797,0.8164698060572472,0.6696125617228437
Nagaland,Dimapur,1118,1802,276,9331,15892,817,7398,120,0.6171232876712329,5.175263449805879,1.820551545540136,0.2667114104091551,0.0805005419253128,25.9091406,93.7265605,"(25.9091406, 93.72656049999999)",6.922371435579086,,927,,120,24689.1,10.114157632553786,0.5217185647500638,52.171856475006386,0.733288589590845,0.3314987451672719
Nagaland,Kiphire,163,693,52,1576,2734,261,1697,15,0.8095794392523364,2.270893371757925,1.185063149968644,0.1736121478825138,0.1420021762785636,25.8683014,94.7857071,"(25.8683014, 94.7857071)",4.724025339708727,,1255,,15,75969.33333333333,11.23809819218454,0.6157604984492949,61.57604984492949,0.8263878521174862,0.4562954430391894
Nagaland,Kohima,562,952,107,3226,10727,276,3032,80,0.6287978863936592,3.385099685204617,1.4782123587937133,0.2165586050358955,0.0787896089066514,25.6742421,94.1085937,"(25.6742421, 94.1085937)",4.5536347915917705,,1207,,80,24456.8375,10.104705995684395,0.5209277309286449,52.09277309286448,0.7834413949641045,0.3385806836641722
Nagaland,Longleng,205,636,48,671,2003,132,688,14,0.7562425683709869,1.053375196232339,0.7194848764449805,0.1054047750720316,0.1641791044776119,26.4876945,94.8165389,"(26.4876945, 94.8165389)",20.68013367544022,,885,,14,56197.5,10.936645345134128,0.5905374486956027,59.05374486956026,0.8945952249279684,0.48069380595795264
Nagaland,Meluri,2,13,2,160,705,8,88,12,0.8666666666666667,11.428571428571429,2.5199979695992702,0.3691805455036545,0.0473372781065088,25.6871823,94.6321217,"(25.6871823, 94.6321217)",6.881094820721714,,400,,12,566.6666666666666,6.341534391994578,0.20605704544569392,20.60570454456939,0.6308194544963455,0.2957922684661835
Nagaland,Mokokchung,132,315,43,2120,6425,189,2507,45,0.7046979865771812,6.708860759493671,2.042370415242876,0.2992079490206065,0.0818181818181818,26.3210313,94.5147156,"(26.3210313, 94.5147156)",8.52950397598293,,1615,,45,17585.555555555555,9.774890000225568,0.49333149044055835,49.33314904405584,0.7007920509793935,0.3431473694717697
Nagaland,Mon,618,1434,171,5267,8777,837,3825,28,0.6988304093567251,3.670383275261324,1.5412411401035342,0.2257923425813628,0.1371007371007371,26.733096,95.0615119,"(26.733096, 95.0615119)",3.889239708916041,,1786,,28,141795.64285714287,11.862149217603449,0.6679758622018608,66.79758622018608,0.7742076574186372,0.42016804085801296
Nagaland,Niuland,14,15,2,110,175,57,316,18,0.5172413793103448,6.875,2.063693184711697,0.3023317418804078,0.3392857142857143,25.908945,93.989929,"(25.908945, 93.98992899999999)",3.0976463052611423,,350,,18,602.7777777777778,6.4032062126500735,0.21121722693349465,21.121722693349465,0.6976682581195922,0.49655718055327963
Nagaland,Noklak,70,246,38,227,520,62,385,14,0.7784810126582279,0.9190283400809716,0.6518189850670993,0.0954916993504469,0.2137931034482758,26.2038991,95.0184302,"(26.2038991, 95.0184302)",5.672710618878486,,695,,14,17573.571428571428,9.774208331093996,0.4932744540762002,49.32744540762002,0.9045083006495531,0.531967080184927
Nagaland,Peren,511,843,100,1819,2765,391,1413,22,0.6225997045790251,2.15521327014218,1.149056091217975,0.1683371017309219,0.1768430574400723,25.5379976,93.7329664,"(25.5379976, 93.7329664)",7.443051459820632,,1583,,22,104621.90909090909,11.5581178227979,0.6425370611658155,64.25370611658155,0.8316628982690781,0.4507282208480209
Nagaland,Phek,309,695,39,1620,7138,155,1313,24,0.6922310756972112,2.327586206896552,1.2022471783584665,0.1761296137898033,0.0872747747747747,25.6645749,94.4695358,"(25.6645749, 94.4695358)",3.5348477695538336,,2026,,24,88046.58333333333,11.385632667021095,0.628104947790538,62.810494779053805,0.8238703862101967,0.36784617153005456
Nagaland,Shamator,3,221,23,36,134,51,382,12,0.9866071428571428,0.1621621621621621,0.1502822030493381,0.0220163930172008,0.5795454545454546,26.069541,94.879612,"(26.069541, 94.879612)",3.6796320968481218,,750,,12,15437.5,9.644619668600308,0.4824315600263518,48.24315600263518,0.9779836069827992,0.8238619487898636
Nagaland,Tseminyu,7,15,10,53,133,7,84,16,0.6818181818181819,3.3125,1.461517782357478,0.2141128440035317,0.1147540983606557,25.924691,94.214881,"(25.924691, 94.21488099999999)",7.126882992177618,,383,,16,766.0,6.642486801367256,0.23123822276537997,23.123822276537997,0.7858871559964683,0.39469866555729766
Nagaland,Tuensang,512,983,84,2650,7058,464,3775,30,0.6575250836120401,2.6930894308943087,1.306463351903863,0.1913973180752601,0.1489566613162118,26.234793,94.811956,"(26.234793, 94.811956)",4.630744887882214,,2536,,30,133478.13333333333,11.801700439986375,0.6629180147132605,66.29180147132605,0.8086026819247399,0.4294399834255619
Nagaland,Wokha,118,410,30,1973,4954,132,1773,35,0.7765151515151515,4.800486618004866,1.7579418136890057,0.2575390637495611,0.0626780626780626,26.1023895,94.2522438,"(26.1023895, 94.2522438)",5.641087740143592,,1628,,35,25954.97142857143,10.164156974976523,0.5259020910093786,52.590209100937855,0.7424609362504389,0.3306077544098549
Nagaland,Zunheboto,131,583,47,1477,6486,221,2218,40,0.8165266106442577,2.529109589041096,1.261045598062232,0.1847436019448973,0.1300765155974102,26.0128579,94.5241504,"(26.0128579, 94.5241504)",5.810770403562601,,1255,,40,23876.375,10.080686636841268,0.5189179921284316,51.89179921284316,0.8152563980551026,0.44240614553939234
Odisha,Angul,2755,451,14,32800,33365,4102,27189,85,0.1406737367436057,72.56637168141593,4.298188014818748,0.6296859819456081,0.111156274557624,20.8379124,85.09779139999999,"(20.8379124, 85.09779139999999)",2.750991363064019,,6375,,85,241500.0,12.394628892852941,0.7125293022275967,71.25293022275967,0.3703140180543919,0.1795721791774158
Odisha,Balangir,4582,1032,56,48798,52248,5240,37354,70,0.1838261489134307,47.23910939012585,3.876170090186436,0.5678602148189575,0.0969670053109791,20.7011108,83.4846069,"(20.7011108, 83.4846069)",2.7903243120068084,,6575,,70,532575.0,13.185480889386453,0.7787011743845573,77.87011743845574,0.43213978518104246,0.1974930610908167
Odisha,Balasore,5844,1399,4,66820,62690,9035,46466,110,0.1931520088361176,47.72857142857143,3.886265540369288,0.5693392016477454,0.1191072558531955,21.501168,86.91781519999999,"(21.501168, 86.91781519999999)",2.802779523662609,,3806,,110,250746.2,12.432200539261338,0.7156729829589605,71.56729829589605,0.43066079835225457,0.21477856173005827
Odisha,Bargarh,4411,825,3,42130,39677,4584,30887,75,0.157563025210084,51.00484261501211,3.951336841457129,0.5788721690239305,0.0981269399550465,21.3470154,83.6320212,"(21.3470154, 83.6320212)",2.698328282344311,,5837,,75,407733.9066666667,12.918372503652632,0.7563517815394936,75.63517815394935,0.42112783097606954,0.18673203778693168
Odisha,Bhadrak,3701,1176,14,53061,44619,7114,35536,90,0.2411318433463194,45.08156329651657,3.8304129415178254,0.5611567772329124,0.1182198883275724,21.0573616,86.4962996,"(21.0573616, 86.4962996)",2.460178907988933,,2505,,90,136132.83333333334,11.821393749467529,0.6645657859309426,66.45657859309426,0.43884322276708765,0.23214081360907424
Odisha,Boudh,1319,278,2,13380,15766,1411,8906,35,0.1740763932373199,47.956989247311824,3.890942142181526,0.5700243253775953,0.0953893996755002,20.8418205,84.3200184,"(20.8418205, 84.3200184)",4.132908071375889,,3098,,35,141534.34285714285,11.860304737719385,0.6678215315715794,66.78215315715794,0.4299756746224047,0.19255787917144696
Odisha,Cuttack,4305,1082,15,66530,74538,5928,44743,150,0.2008539075552255,61.43120960295475,4.134065304233618,0.605641949944665,0.0818117832153355,20.462521,85.8829895,"(20.462521, 85.8829895)",1.2953913739691203,,3932,,150,141604.42666666667,11.860799783424552,0.6678629528504757,66.78629528504757,0.394358050055335,0.18643564584598352
Odisha,Debagarh,783,95,5,8408,7844,1020,6969,30,0.1082004555808655,87.58333333333333,4.483943728553948,0.656899256144431,0.1081769010499522,21.5383136,84.7289442,"(21.5383136, 84.7289442)",5.7989017094230775,,2940,,30,86534.0,11.3683042353591,0.6266550497443243,62.66550497443243,0.343100743855569,0.15895044996567495
